link,full_name,description,year,mileage_km,fuel_type,price_pln,offer_from,show_vin_offers,has_registration_number,brand,model,version,generation,production_year,mileage,engine_capacity_detail,fuel_type_detail,power,gearbox,autonomy,drive,battery_capacity,type_of_battery_property,fuel_consumption_average,fuel_consumption_outside_city,fuel_consumption_in_city,damaged,body_type,co2_emission,number_of_doors,number_of_seats,color,color_type,manufacturers_warranty_period,or_warranty_up_to_km,country_of_origin,first_registration_date,registration_number,registered_in_poland,first_owner,accident_free,serviced_at_dealership,condition 
https://www.otomoto.pl/osobowe/oferta/audi-rs6-5-0-tfsi-v10-oferta-prywatna-ID6GdPgu.html,Audi RS6 5.0 TFSI Quattro Tiptr,"4 991 cm3 • 580 KM • 5.0 TFSI v10, oferta prywatna",2008,179 000 km,Benzyna,119 000,Prywatne,Tak,,Audi,RS6,5.0 TFSI Quattro Tiptr,,2008,179 000 km,4 991 cm3,Benzyna,580 KM,Automatyczna,,,,,,,20 l/100km,Kombi,,,5,5,Czarny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-pierwszy-wlasciciel-stan-idealny-faktura-vat-ID6GcUnG.html,Audi Q7 3.0 TDI ultra Quattro Tiptronic,"2 967 cm3 • 218 KM • Pierwszy właściciel, stan idealny, faktura VAT",2018,135 000 km,Diesel,195 570,Prywatne,Tak,Tak,Audi,Q7,3.0 TDI ultra Quattro Tiptronic,II (2015-),2018,135 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,6 l/100km,SUV,,144 g/km,5,5,Biały,Matowy,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-audi-q7-ID6GdPes.html,Audi Q7 3.0 TFSI Quattro Tiptronic,2 995 cm3 • 333 KM • Audi Q7,2017,73 000 km,Benzyna,139 900,Prywatne,Tak,Tak,Audi,Q7,3.0 TFSI Quattro Tiptronic,I (2005-2015),2017,73 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,9 l/100km,SUV,,179 g/km,5,,Granatowy,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q3-audi-q3-black-4x4-stan-idealny-oryginalny-przebieg-martwe-pole-ID6FW8zE.html,Audi Q3 45 TFSI Quattro S Line S tronic,"1 984 cm3 • 230 KM • Audi Q3, BLACK, 4x4, stan idealny, oryginalny przebieg, martwe pole",2022,11 800 km,Benzyna,165 900,Prywatne,Tak,Tak,Audi,Q3,45 TFSI Quattro S Line S tronic,,2022,11 800 km,1 984 cm3,Benzyna,230 KM,Automatyczna,,4x4 (stały),,,,6.1 l/100km,"9,50 l/100km",SUV,,168 g/km,5,5,Czarny,Metalik,,,,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-audi-q5-quattro-252km-2019-r-ID6FDS3A.html,Audi Q5,1 984 cm3 • 252 KM • Audi Q5 Quattro 252KM 2019 r,2019,49 000 km,Benzyna,139 900,Prywatne,Tak,Tak,Audi,Q5,,FY (2017-),2019,49 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,SUV,,154 g/km,5,5,Niebieski,Metalik,,,Stany Zjednoczone,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-audi-q5-quattro-252km-2019-r-ID6FDS3A.html,Audi Q5,1 984 cm3 • 252 KM • Audi Q5 Quattro 252KM 2019 r,2019,49 000 km,Benzyna,139 900,Prywatne,Tak,Tak,Audi,Q5,,FY (2017-),2019,49 000 km,1 984 cm3,Benzyna,252 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,SUV,,154 g/km,5,5,Niebieski,Metalik,,,Stany Zjednoczone,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a7-quattro-s-tronic-miekka-hybryda-fv-marza-ID6FUemF.html,Audi A7 55 TFSI mHEV Quattro S tronic,2 995 cm3 • 340 KM • Quattro S tronic Miękka hybryda Fv marża,2018,69 550 km,Benzyna,185 000,Prywatne,Tak,,Audi,A7,55 TFSI mHEV Quattro S tronic,C8 (2018-),2018,69 550 km,2 995 cm3,Benzyna,340 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,10 l/100km,Sedan,,171 g/km,5,5,Szary,Perłowy,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-black-edition-2x-s-line-sportback-ID6GdPek.html,Audi A5 2.0 TDI Sportback DPF,1 968 cm3 • 177 KM • Audi A5 BLACK EDITION 2x s-line sportback,2014,247 100 km,Diesel,65 700,Prywatne,Tak,Tak,Audi,A5,2.0 TDI Sportback DPF,8T (2007-2016),2014,247 100 km,1 968 cm3,Diesel,177 KM,Manualna,,Na przednie koła,,,,4.1 l/100km,"5,50 l/100km",Coupe,,120 g/km,5,5,Szary,Metalik,,,Niemcy,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-2-0-tdi-2014-led-carpass-ID6FXN3i.html,Audi A6 Avant 2.0 TDI DPF,"1 968 cm3 • 136 KM • Audi A6 2.0 TDI 2014 Led, Carpass",2014,295 000 km,Diesel,51 000,Prywatne,Tak,Tak,Audi,A6,Avant 2.0 TDI DPF,C7 (2011-2018),2014,295 000 km,1 968 cm3,Diesel,136 KM,Manualna,,Na przednie koła,,,,4.5 l/100km,6 l/100km,Kombi,,132 g/km,5,5,Niebieski,Metalik,,,Belgia,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-sprzedam-audi-a6-c6-3-0-tdi-quattro-ID6GdPed.html,Audi A6 3.0 TDI Quattro Tiptronic,2 967 cm3 • 224 KM • Sprzedam Audi A6 C6 3.0 tdi QUATTRO,2005,308 000 km,Diesel,18 500,Prywatne,Tak,,Audi,A6,3.0 TDI Quattro Tiptronic,C6 (2004-2011),2005,308 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,,4x4 (stały),,,,,11 l/100km,Kombi,,,5,5,Inny kolor,Perłowy,,,Niemcy,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-a6-c7-3x-sline-3-0-tdi-245km-quattro-ID6GdPe7.html,Audi A6 3.0 TDI clean diesel Quattro S tronic,2 967 cm3 • 245 KM • A6 C7 3x sline 3.0 tdi 245km quattro,2012,368 000 km,Diesel,65 000,Prywatne,Tak,Tak,Audi,A6,3.0 TDI clean diesel Quattro S tronic,C7 (2011-2018),2012,368 000 km,2 967 cm3,Diesel,245 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,7 l/100km,Sedan,,156 g/km,5,5,Inny kolor,,,,,10 sierpień 2012,dw323sm,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-s-line-quattro-2-0tdi-ultra-190km-stronic-webasto-bezwypadkowa-bixenon-ID6GcUjx.html,Audi A6 Avant 2.0 TDI quattro S tronic,1 968 cm3 • 190 KM • S line Quattro 2.0TDI Ultra 190KM Stronic WEBASTO Bezwypadkowa Bixenon,2016,220 000 km,Diesel,79 900,Prywatne,Tak,Tak,Audi,A6,Avant 2.0 TDI quattro S tronic,C7 (2011-2018),2016,220 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,5 l/100km,Kombi,,,5,5,Bordowy,Perłowy,,,Szwecja,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-sportback-quattro-s-line-pakiet-czerni-bio-virtc-serwis-aso-fv23-ID6G5XC6.html,Audi A5 45 TFSI mHEV Quattro S Line S tronic,1 984 cm3 • 265 KM • Sportback quattro S Line Pakiet Czerni BiO VirtC Serwis ASO FV23%,2021,34 000 km,Benzyna,204 900,Firma,Tak,,Audi,A5,45 TFSI mHEV Quattro S Line S tronic,F5 (2016-),2021,34 000 km,1 984 cm3,Benzyna,265 KM,Automatyczna,,4x4 (stały),,,,,8 l/100km,Coupe,,144 g/km,5,5,Biały,Metalik,,,,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-2-0-tdi-klimatronic-tempomat-alu-ID6Garem.html,Audi A4,"1 968 cm3 • 140 KM • 2.0 TDI, Klimatronic, Tempomat,ALU",2006,300 766 km,Diesel,17 000,Firma,Tak,,Audi,A4,,B7 (2004-2007),2006,300 766 km,1 968 cm3,Diesel,140 KM,Manualna,,Na przednie koła,,,,,,Kombi,,,5,5,Czarny,Metalik,,,,12 maj 2006,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-e-tron-zegary-digital-kamera-ladowarka-serwisowany-ID6GdPdB.html,Audi A3 1.4 TFSI E-tron Ambiente e-S tronic,"1 395 cm3 • 150 KM • e-tron,zegary digital,kamera,ładowarka,serwisowany",2017,175 000 km,Hybryda Plug-in,65 999,Prywatne,Tak,Tak,Audi,A3,1.4 TFSI E-tron Ambiente e-S tronic,8V (2012-),2017,175 000 km,1 395 cm3,Hybryda Plug-in,150 KM,Automatyczna,,Na przednie koła,,,,,,Kompakt,,35 g/km,5,5,Czarny,Metalik,,,Włochy,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-audi-q5-3-2-fsi-quattro-jak-nowy-ID6G5omr.html,Audi Q5 3.2 FSI Quattro S tronic,3 197 cm3 • 270 KM • Audi Q5 3.2 FSI Quattro jak nowy,2010,135 000 km,Benzyna,56 900,Prywatne,Tak,Tak,Audi,Q5,3.2 FSI Quattro S tronic,8R (2008-2016),2010,135 000 km,3 197 cm3,Benzyna,270 KM,Automatyczna,,4x4 (stały),,,,7.0 l/100km,12 l/100km,SUV,,218 g/km,5,,Srebrny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c6-3-0tdi-s-line-quattro-bose-nowy-silnik-ID6G9rkc.html,Audi A6 3.0 TDI Quattro Tiptronic,2 967 cm3 • 224 KM • Audi A6 C6 3.0tdi S-Line quattro Bose nowy silnik,2006,435 000 km,Diesel,23 000,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Quattro Tiptronic,C6 (2004-2011),2006,435 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,6.0 l/100km,11 l/100km,Kombi,,,5,5,Czarny,,,,,13 kwiecień 2006,Gwe8368l,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-1-8-tfsi-160ps-led-xenon-navi-skory-full-ID6GbT9w.html,Audi A4 1.8 TFSI Limited Edition,1 798 cm3 • 160 KM • 1.8 TFSI (160PS) Led_Xenon_Navi_Skóry_Full,2010,199 999 km,Benzyna,26 999,Prywatne,Tak,Tak,Audi,A4,1.8 TFSI Limited Edition,B8 (2007-2015),2010,199 999 km,1 798 cm3,Benzyna,160 KM,Manualna,,Na przednie koła,,,,5.0 l/100km,9 l/100km,Kombi,,172 g/km,5,5,Czarny,Metalik,,,Niemcy,07 czerwiec 2010,DE XXX,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-quattro-avant-ID6GcU9Y.html,Audi A4 2.0 TDI Quattro,1 968 cm3 • 143 KM • Audi A4 b8 quattro avant,2013,193 000 km,Diesel,50 900,Prywatne,Tak,Tak,Audi,A4,2.0 TDI Quattro,B8 (2007-2015),2013,193 000 km,1 968 cm3,Diesel,143 KM,Manualna,,4x4 (stały),,,,4.0 l/100km,6 l/100km,Kombi,,138 g/km,5,5,Srebrny,Metalik,,,Niemcy,14 marzec 2013,KSU4UG7,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-allroad-3-0tdi-ID6FUv0U.html,Audi A4 Allroad,2 967 cm3 • 218 KM • 3.0TDI,2016,123 000 km,Diesel,116 999,Prywatne,Tak,Tak,Audi,A4 Allroad,,,2016,123 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,,4x4 (stały),,,,,"5,40 l/100km",Kombi,,,5,,Czarny,,,,Niemcy,21 październik 2016,FWS72H3,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-2-0-tdi-170km-cr-5-drzwi-skora-navi-ID6GcS6M.html,Audi A3 2.0 TDI DPF Ambition,1 968 cm3 • 170 KM • 2.0 tdi 170kM CR 5 drzwi Skóra Navi,2010,339 745 km,Diesel,24 999,Prywatne,Tak,,Audi,A3,2.0 TDI DPF Ambition,8P (2003-2012),2010,339 745 km,1 968 cm3,Diesel,170 KM,Manualna,,,,,,,6 l/100km,Kompakt,,,5,5,Niebieski,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-audi-q5-quattro-ID6FRFFR.html,Audi Q5,2 000 cm3 • 150 KM • Audi q5 quattro,2014,165 600 km,Diesel,85 500,Prywatne,Tak,,Audi,Q5,,8R (2008-2016),2014,165 600 km,2 000 cm3,Diesel,150 KM,Manualna,,,,,,,,SUV,,,5,,Granatowy,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-audi-q7-v6-3-0-tdi-8-bieg-skrzynia-automat-100-bezwypadkowy-salon-pols-ID6GcUdu.html,Audi Q7 3.0 TDI DPF Quattro Tiptronic,2 967 cm3 • 240 KM • Audi Q7 V6 3.0 Tdi 8-bieg skrzynia automat 100%bezwypadkowy salon pols,2011,235 000 km,Diesel,62 000,Prywatne,Tak,Tak,Audi,Q7,3.0 TDI DPF Quattro Tiptronic,I (2005-2015),2011,235 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,8 l/100km,SUV,,195 g/km,5,5,Czarny,,,,,06 maj 2011,OP6660N,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-50-tdi-286-km-s-line-matrix-fv23-bezwypadkowy-na-gwarancji-do-06-24-ID6GdPbP.html,Audi A6 50 TDI mHEV Quattro S Line Tiptronic,2 967 cm3 • 286 KM • 50 TDI 286 KM S-LINE MATRIX FV23% bezwypadkowy na gwarancji do 06.24,2019,85 686 km,Diesel,169 000,Firma,Tak,,Audi,A6,50 TDI mHEV Quattro S Line Tiptronic,C8 (2018-),2019,85 686 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,,7 l/100km,Sedan,,155 g/km,4,5,Czerwony,Metalik,23 Czerwca 2024,100 000 km,Niemcy,05 lipiec 2019,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-sq8-faktura-23-vat-salon-pl-gwarancja-435km-diesel-niski-przebieg-ID6GdNKp.html,Audi SQ8 TDI mHEV Quattro Tiptronic,3 956 cm3 • 435 KM • Faktura 23% VAT Salon PL GWARANCJA 435KM Diesel Niski Przebieg,2020,27 000 km,Diesel,529 000,Prywatne,Tak,Tak,Audi,SQ8,TDI mHEV Quattro Tiptronic,,2020,27 000 km,3 956 cm3,Diesel,435 KM,Automatyczna,,4x4 (stały),,,,7.0 l/100km,8 l/100km,SUV,,204 g/km,5,5,Niebieski,Metalik,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-quattro-s-tronic-ID6GdPb9.html,Audi A5 2.0 TFSI Sportback quattro S tronic,1 984 cm3 • 211 KM • Audi a5 Sportback quattro S tronic,2011,154 000 km,Benzyna,57 900,Prywatne,Tak,Tak,Audi,A5,2.0 TFSI Sportback quattro S tronic,8T (2007-2016),2011,154 000 km,1 984 cm3,Benzyna,211 KM,Automatyczna,,,,,,,"8,80 l/100km",Coupe,,,5,4,Brązowy,Metalik,,,Niemcy,16 wrzesień 2011,GST0318C,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-rs7-sportback-performance-tiptronic-quattro-630-km-dostepne-od-reki-ID6FJxxU.html,Audi RS7,3 996 cm3 • 630 KM • Sportback performance tiptronic quattro 630 KM Dostępne od Ręki!,2023,5 km,Benzyna,707 400,Firma,Tak,,Audi,RS7,,,2023,5 km,3 996 cm3,Benzyna,630 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,Sedan,,,5,5,Czerwony,Metalik,,,Polska,,,,,Tak,,Nowe
https://www.otomoto.pl/osobowe/oferta/audi-s5-audi-s5-polski-salon-553-km-mozliwa-zamiana-polski-salon-ID6FZ9qP.html,Audi S5 3.0 TFSI Quattro S tronic,2 995 cm3 • 333 KM • audi s5 polski salon 553 KM -możliwa zamiana Polski salon,2017,77 123 km,Benzyna,209 000,Prywatne,Tak,,Audi,S5,3.0 TFSI Quattro S tronic,,2017,77 123 km,2 995 cm3,Benzyna,333 KM,Automatyczna,,,,,,,10 l/100km,Kompakt,,,5,,Czarny,,,,,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-2-0-tdi-sliczne-auto-serwisowany-gwarancja-ID6FPF7r.html,Audi A6 2.0 TDI Prime Line Multitronic,"1 968 cm3 • 177 KM • 2.0 TDI, Śliczne auto, Serwisowany, Gwarancja !",2013,280 000 km,Diesel,58 900,Prywatne,Tak,Tak,Audi,A6,2.0 TDI Prime Line Multitronic,C7 (2011-2018),2013,280 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,,Na przednie koła,,,,4.0 l/100km,6 l/100km,Kombi,,135 g/km,5,5,Granatowy,Perłowy,,,,08 kwiecień 2013,EKU08588,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-2-0-tdi-quattro-s-line-hak-keyless-go-carplay-bez-adblue-ID6G8FZW.html,Audi Q5 2.0 TDI Quattro,"1 968 cm3 • 177 KM • 2.0 TDI Quattro S Line, Hak, Keyless Go, CarPlay, bez AdBlue",2014,222 000 km,Diesel,76 600,Prywatne,Tak,Tak,Audi,Q5,2.0 TDI Quattro,8R (2008-2016),2014,222 000 km,1 968 cm3,Diesel,177 KM,Manualna,,4x4 (stały),,,,,7 l/100km,SUV,,,5,5,Szary,Metalik,,,Niemcy,05 marzec 2014,EZD7J50,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-ID6GdP93.html,Audi A6,1 968 cm3 • 150 KM,2010,191 000 km,Diesel,19 900,Prywatne,Tak,Tak,Audi,A6,,C6 (2004-2011),2010,191 000 km,1 968 cm3,Diesel,150 KM,Manualna,,Na przednie koła,,,,,,Kombi,,,5,5,Czerwony,Metalik,,,,08 maj 2010,WSC 23478,,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6c7-w-bardzo-dobrym-stanie-polecam-ID6GdP7o.html,Audi A6 Avant 2.0 TFSI S tronic,1 984 cm3 • 252 KM • Audi A6c7 w bardzo dobrym stanie!!!Polecam!!!,2015,203 800 km,Benzyna,81 000,Prywatne,Tak,Tak,Audi,A6,Avant 2.0 TFSI S tronic,C7 (2011-2018),2015,203 800 km,1 984 cm3,Benzyna,252 KM,Automatyczna,,Na przednie koła,,,,5.2 l/100km,"7,40 l/100km",Kombi,,140 g/km,5,5,Biały,,,,Niemcy,16 listopad 2015,Swd 91945,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-rs5-450-km-lasery-hamulce-ceramiczne-masaz-b-o-fv23-turboblau-full-ID6Gbihr.html,Audi RS5 Quattro Tiptronic,2 894 cm3 • 450 KM • 450 KM LASERY hamulce ceramiczne masaż B&O FV23% TURBOBLAU full,2020,90 300 km,Benzyna,289 900,Firma,Tak,,Audi,RS5,Quattro Tiptronic,,2020,90 300 km,2 894 cm3,Benzyna,450 KM,Automatyczna,,4x4 (stały),,,,,12 l/100km,Sedan,,,5,5,Niebieski,Matowy,,,Niemcy,30 czerwiec 2020,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-sportback-ID6GdP7J.html,Audi A5 2.0 TDI Quattro Sport S tronic,1 968 cm3 • 190 KM • Audi A5 Sportback,2019,220 000 km,Diesel,147 500,Prywatne,Tak,Tak,Audi,A5,2.0 TDI Quattro Sport S tronic,F5 (2016-),2019,220 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,5 l/100km,Kompakt,,,5,5,Szary,Perłowy,,,Niemcy,25 luty 2019,RLS,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b5-1997-r-1-6-benzyna-gaz-bez-rdzy-ID6GdP5K.html,Audi A4 1.6,1 595 cm3 • 101 KM • Audi A4 B5 1997 r. 1.6 Benzyna Gaz Bez Rdzy,1997,220 000 km,Benzyna+LPG,8 500,Prywatne,Tak,Tak,Audi,A4,1.6,B5 (1995-2001),1997,220 000 km,1 595 cm3,Benzyna+LPG,101 KM,Manualna,,Na przednie koła,,,,5.0 l/100km,,Sedan,,,4,5,Srebrny,Metalik,,,Niemcy,21 kwiecień 1997,WND49922,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-biala-perla-niski-przebieg-ID6GdP5f.html,Audi A6 45 TFSI mHEV Quattro S tronic,1 984 cm3 • 265 KM • Biała perła Niski przebieg,2021,32 600 km,Benzyna,174 000,Prywatne,,,Audi,A6,45 TFSI mHEV Quattro S tronic,C8 (2018-),2021,32 600 km,1 984 cm3,Benzyna,265 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,8 l/100km,Sedan,,,5,5,Biały,Perłowy,,,,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b7-avant-quattro-s-line-2-0-tdi-2006-ID6GcU7V.html,Audi A4 Avant 2.0 TDI DPF Quattro,1 968 cm3 • 140 KM • Audi A4 B7 Avant Quattro s line 2.0 TDI 2006,2006,270 000 km,Diesel,25 000,Prywatne,Tak,Tak,Audi,A4,Avant 2.0 TDI DPF Quattro,B7 (2004-2007),2006,270 000 km,1 968 cm3,Diesel,140 KM,Manualna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Kombi,,181 g/km,5,5,Srebrny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b7-avant-quattro-s-line-2-0-tdi-2006-ID6GcU7V.html,Audi A4 Avant 2.0 TDI DPF Quattro,1 968 cm3 • 140 KM • Audi A4 B7 Avant Quattro s line 2.0 TDI 2006,2006,270 000 km,Diesel,25 000,Prywatne,Tak,Tak,Audi,A4,Avant 2.0 TDI DPF Quattro,B7 (2004-2007),2006,270 000 km,1 968 cm3,Diesel,140 KM,Manualna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Kombi,,181 g/km,5,5,Srebrny,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-2019-audi-a4-salon-polska-ID6GcU8n.html,Audi A4,1 984 cm3 • 150 KM • 2019 Audi A4 Salon Polska,2019,87 000 km,Benzyna,104 999,Prywatne,Tak,Tak,Audi,A4,,B9 (2015-),2019,87 000 km,1 984 cm3,Benzyna,150 KM,Automatyczna,,,,,,,,Sedan,,,5,5,Czarny,Metalik,,,Polska,29 październik 2019,KWI6035G,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q3-audi-q3-s-line-2-0-tdi-quattro-pierwszy-wlasciciel-ID6G9FSc.html,Audi Q3 2.0 TDI Quattro S tronic,1 968 cm3 • 184 KM • AUDI Q3 S Line 2.0 TDI Quattro pierwszy właściciel,2015,99 894 km,Diesel,102 000,Prywatne,Tak,Tak,Audi,Q3,2.0 TDI Quattro S tronic,,2015,99 894 km,1 968 cm3,Diesel,184 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,6 l/100km,SUV,,135 g/km,5,5,Biały,,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s3-audi-s3-quattro-2-0-wersjia-prestige-ID6GdP6T.html,Audi S3 2.0 TFSI Quattro S tronic,1 984 cm3 • 300 KM • Audi S3 Quattro 2.0 wersjia Prestige,2015,142 000 km,Benzyna,117 000,Prywatne,Tak,Tak,Audi,S3,2.0 TFSI Quattro S tronic,8V (2012-2020),2015,142 000 km,1 984 cm3,Benzyna,300 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Sedan,,159 g/km,5,5,Czarny,Metalik,,,Stany Zjednoczone,23 luty 2024,KBR 031111,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-sportback-40tfsi-204km-s-line-quattro-s-tronic-2023-demo-ID6Gcqpm.html,Audi A5 40 TFSI mHEV Quattro S Line S tronic,1 984 cm3 • 204 KM • Sportback 40TFSI 204KM S-line Quattro S-tronic 2023 DEMO,2023,6 000 km,Benzyna,239 000,Firma,Tak,,Audi,A5,40 TFSI mHEV Quattro S Line S tronic,F5 (2016-),2023,6 000 km,1 984 cm3,Benzyna,204 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,7 l/100km,Sedan,,,5,5,Szary,Perłowy,,,Polska,,,,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-e-tron-sportback-advanced-50-quattro-2023-pakiet-comfort-ID6Ff3R1.html,Audi e-tron,340 KM • Sportback Advanced 50 Quattro 2023 Pakiet Comfort,2023,10 km,Elektryczny,329 400,Firma,Tak,,Audi,e-tron,,,2023,10 km,,Elektryczny,340 KM,Automatyczna,,4x4 (stały),,,,,,SUV,,,5,5,Czarny,Metalik,,,Polska,,,,,Tak,,Nowe
https://www.otomoto.pl/osobowe/oferta/audi-q4-40-204km-2022-demo-edition-one-taifun-ID6FXedW.html,Audi Q4,204 KM • 40 204KM 2022 DEMO Edition One Taifun,2022,16 000 km,Elektryczny,239 000,Firma,Tak,,Audi,Q4,,,2022,16 000 km,,Elektryczny,204 KM,Automatyczna,,Na tylne koła,,,,,,SUV,,,5,5,Szary,Metalik,,,Polska,,,,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-sportback-s-line-45-tfsie-245-km-s-tronic-dostepne-od-reki-hybryda-ID6Gdn1p.html,Audi A3,1 395 cm3 • 245 KM • Sportback S line 45 TFSIe 245 KM S tronic Dostępne od Ręki! Hybryda,2023,5 km,Hybryda,176 500,Firma,Tak,,Audi,A3,,8Y (2020 - ),2023,5 km,1 395 cm3,Hybryda,245 KM,Automatyczna,,Na przednie koła,,,,,,Kompakt,,,5,5,Biały,,,,Polska,,,,,Tak,,Nowe
https://www.otomoto.pl/osobowe/oferta/audi-e-tron-q8-sportback-advanced-50-quattro-340-km-dostepny-od-reki-ID6FvjCy.html,Audi e-tron,340 KM • Q8 Sportback Advanced 50 quattro 340 KM Dostępny od Ręki!,2023,5 km,Elektryczny,329 700,Firma,Tak,,Audi,e-tron,,,2023,5 km,,Elektryczny,340 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,SUV,,,5,5,Czarny,Metalik,,,Polska,,,,,Tak,,Nowe
https://www.otomoto.pl/osobowe/oferta/audi-a6-z-niemiec-2-0t-170km-navi-ledy-xenon-skora-lift-ID6GcU4I.html,Audi A6 2.0 TFSI,1 984 cm3 • 170 KM • z Niemiec 2.0T 170KM NAVI LEDY XENON SKÓRA LiFT!!!,2009,248 000 km,Benzyna,29 900,Prywatne,Tak,Tak,Audi,A6,2.0 TFSI,C6 (2004-2011),2009,248 000 km,1 984 cm3,Benzyna,170 KM,Manualna,,Na przednie koła,,,,,9 l/100km,Sedan,,161 g/km,5,5,Czarny,Metalik,,,Niemcy,,,,,Tak,Tak,Używane
